Direction,Year,Country,Religion,Count,Percent,Region,level,countrycode
Incoming,1995,Faeroe Islands,Christian,10000,56.2,Europe,1,234
Incoming,1995,Faeroe Islands,Hindu,10000,0.9,Europe,1,234
Incoming,1995,Faeroe Islands,Jew,10000,0.3,Europe,1,234
Incoming,1995,Faeroe Islands,Muslim,10000,4.2,Europe,1,234
Incoming,1995,Faeroe Islands,Other,10000,0.9,Europe,1,234
Incoming,1995,Faeroe Islands,Unaffiliated,10000,36,Europe,1,234
Incoming,1995,Falkland Islands,All,10000,100,Latin America-Caribbean,1,238
Incoming,1995,Falkland Islands,Buddhist,10000,1.4,Latin America-Caribbean,1,238
Incoming,1995,Falkland Islands,Christian,10000,60.6,Latin America-Caribbean,1,238
Incoming,1995,Falkland Islands,Hindu,10000,1.4,Latin America-Caribbean,1,238
Incoming,1995,Falkland Islands,Jew,10000,1.2,Latin America-Caribbean,1,238
Incoming,1995,Falkland Islands,Muslim,10000,4.1,Latin America-Caribbean,1,238
Incoming,1995,Falkland Islands,Other,10000,2.4,Latin America-Caribbean,1,238
Incoming,1995,Falkland Islands,Unaffiliated,10000,29,Latin America-Caribbean,1,238
Incoming,1995,Fiji,All,10000,100,Asia-Pacific,1,242
Incoming,1995,Fiji,Buddhist,10000,3.6,Asia-Pacific,1,242
Incoming,1995,Fiji,Christian,10000,53.5,Asia-Pacific,1,242
Incoming,1995,Fiji,Hindu,10000,8.4,Asia-Pacific,1,242
Incoming,1995,Fiji,Jew,10000,0.7,Asia-Pacific,1,242
Incoming,1995,Fiji,Muslim,10000,19.3,Asia-Pacific,1,242
Incoming,1995,Fiji,Other,10000,1.5,Asia-Pacific,1,242
Incoming,1995,Fiji,Unaffiliated,10000,13,Asia-Pacific,1,242
Incoming,1995,Finland,All,100000,100,Europe,1,246
Incoming,1995,Finland,Buddhist,10000,3.1,Europe,1,246
Incoming,1995,Finland,Christian,50000,46.7,Europe,1,246
Incoming,1995,Finland,Hindu,10000,0.8,Europe,1,246
Incoming,1995,Finland,Jew,10000,0.7,Europe,1,246
Incoming,1995,Finland,Muslim,10000,11.8,Europe,1,246
Incoming,1995,Finland,Other,10000,1.5,Europe,1,246
Incoming,1995,Finland,Unaffiliated,40000,35.3,Europe,1,246
Incoming,1995,France,All,6090000,100,Europe,1,250
Incoming,1995,France,Buddhist,150000,2.5,Europe,1,250
Incoming,1995,France,Christian,2760000,45.3,Europe,1,250
Incoming,1995,France,Hindu,40000,0.7,Europe,1,250
Incoming,1995,France,Jew,50000,0.8,Europe,1,250
Incoming,1995,France,Muslim,1550000,25.5,Europe,1,250
Incoming,1995,France,Other,40000,0.7,Europe,1,250
Incoming,1995,France,Unaffiliated,1490000,24.5,Europe,1,250
Incoming,1995,French Guiana,All,70000,100,Latin America-Caribbean,1,254
Incoming,1995,French Guiana,Buddhist,10000,1.8,Latin America-Caribbean,1,254
Incoming,1995,French Guiana,Christian,50000,77.2,Latin America-Caribbean,1,254
Incoming,1995,French Guiana,Hindu,10000,0.1,Latin America-Caribbean,1,254
Incoming,1995,French Guiana,Jew,10000,0.8,Latin America-Caribbean,1,254
Incoming,1995,French Guiana,Muslim,10000,0.9,Latin America-Caribbean,1,254
Incoming,1995,French Guiana,Other,10000,4,Latin America-Caribbean,1,254
Incoming,1995,French Guiana,Unaffiliated,10000,15.2,Latin America-Caribbean,1,254
Incoming,1995,French Polynesia,All,30000,100,Asia-Pacific,1,258
Incoming,1995,French Polynesia,Buddhist,10000,1.6,Asia-Pacific,1,258
Incoming,1995,French Polynesia,Christian,20000,63.6,Asia-Pacific,1,258
Incoming,1995,French Polynesia,Hindu,10000,1.2,Asia-Pacific,1,258
Incoming,1995,French Polynesia,Jew,10000,1.1,Asia-Pacific,1,258
Incoming,1995,French Polynesia,Muslim,10000,3.1,Asia-Pacific,1,258
Incoming,1995,French Polynesia,Other,10000,0.9,Asia-Pacific,1,258
Incoming,1995,French Polynesia,Unaffiliated,10000,28.5,Asia-Pacific,1,258
Incoming,1995,Djibouti,All,100000,100,Sub-Saharan Africa,1,262
Incoming,1995,Djibouti,Buddhist,10000,0,Sub-Saharan Africa,1,262
Incoming,1995,Djibouti,Christian,20000,16.1,Sub-Saharan Africa,1,262
Incoming,1995,Djibouti,Hindu,10000,0,Sub-Saharan Africa,1,262
Incoming,1995,Djibouti,Jew,10000,0,Sub-Saharan Africa,1,262
Incoming,1995,Djibouti,Muslim,80000,81.1,Sub-Saharan Africa,1,262
Incoming,1995,Djibouti,Other,10000,2.5,Sub-Saharan Africa,1,262
Incoming,1995,Djibouti,Unaffiliated,10000,0.2,Sub-Saharan Africa,1,262
Incoming,1995,Gabon,All,170000,100,Sub-Saharan Africa,1,266
Incoming,1995,Gabon,Buddhist,10000,0.1,Sub-Saharan Africa,1,266
Incoming,1995,Gabon,Christian,100000,55.7,Sub-Saharan Africa,1,266
Incoming,1995,Gabon,Hindu,10000,0,Sub-Saharan Africa,1,266
Incoming,1995,Gabon,Jew,10000,0,Sub-Saharan Africa,1,266
Incoming,1995,Gabon,Muslim,60000,32.1,Sub-Saharan Africa,1,266
Incoming,1995,Gabon,Other,10000,7.4,Sub-Saharan Africa,1,266
Incoming,1995,Gabon,Unaffiliated,10000,4.7,Sub-Saharan Africa,1,266
Incoming,1995,Georgia,All,150000,100,Europe,1,268
Incoming,1995,Georgia,Buddhist,10000,0.2,Europe,1,268
Incoming,1995,Georgia,Christian,120000,77.3,Europe,1,268
Incoming,1995,Georgia,Hindu,10000,0.1,Europe,1,268
Incoming,1995,Georgia,Jew,10000,4.1,Europe,1,268
Incoming,1995,Georgia,Muslim,20000,10.6,Europe,1,268
Incoming,1995,Georgia,Other,10000,0.3,Europe,1,268
Incoming,1995,Georgia,Unaffiliated,10000,7.4,Europe,1,268
Incoming,1995,Gambia,All,150000,100,Sub-Saharan Africa,1,270
Incoming,1995,Gambia,Buddhist,10000,0,Sub-Saharan Africa,1,270
Incoming,1995,Gambia,Christian,20000,13.2,Sub-Saharan Africa,1,270
Incoming,1995,Gambia,Hindu,10000,0,Sub-Saharan Africa,1,270
Incoming,1995,Gambia,Jew,10000,0,Sub-Saharan Africa,1,270
Incoming,1995,Gambia,Muslim,130000,84.4,Sub-Saharan Africa,1,270
Incoming,1995,Gambia,Other,10000,2,Sub-Saharan Africa,1,270
Incoming,1995,Gambia,Unaffiliated,10000,0.4,Sub-Saharan Africa,1,270
Incoming,1995,Palestinian territories,All,280000,100,Middle East-North Africa,1,275
Incoming,1995,Palestinian territories,Buddhist,10000,0.1,Middle East-North Africa,1,275
Incoming,1995,Palestinian territories,Christian,10000,5.2,Middle East-North Africa,1,275
Incoming,1995,Palestinian territories,Hindu,10000,0,Middle East-North Africa,1,275
Incoming,1995,Palestinian territories,Jew,80000,28,Middle East-North Africa,1,275
Incoming,1995,Palestinian territories,Muslim,180000,65.3,Middle East-North Africa,1,275
Incoming,1995,Palestinian territories,Other,10000,0.1,Middle East-North Africa,1,275
Incoming,1995,Palestinian territories,Unaffiliated,10000,1.2,Middle East-North Africa,1,275
Incoming,1995,Germany,All,7460000,100,Europe,1,276
Incoming,1995,Germany,Buddhist,100000,1.4,Europe,1,276
Incoming,1995,Germany,Christian,3680000,49.4,Europe,1,276
Incoming,1995,Germany,Hindu,30000,0.3,Europe,1,276
Incoming,1995,Germany,Jew,40000,0.5,Europe,1,276
Incoming,1995,Germany,Muslim,2040000,27.3,Europe,1,276
Incoming,1995,Germany,Other,90000,1.2,Europe,1,276
Incoming,1995,Germany,Unaffiliated,1480000,19.9,Europe,1,276
Incoming,1995,Ghana,All,250000,100,Sub-Saharan Africa,1,288
Incoming,1995,Ghana,Buddhist,10000,0,Sub-Saharan Africa,1,288
Incoming,1995,Ghana,Christian,150000,60.8,Sub-Saharan Africa,1,288
Incoming,1995,Ghana,Hindu,10000,0.1,Sub-Saharan Africa,1,288
Incoming,1995,Ghana,Jew,10000,0,Sub-Saharan Africa,1,288
Incoming,1995,Ghana,Muslim,70000,28.1,Sub-Saharan Africa,1,288
Incoming,1995,Ghana,Other,20000,7,Sub-Saharan Africa,1,288
Incoming,1995,Ghana,Unaffiliated,10000,4,Sub-Saharan Africa,1,288
Incoming,1995,Gibraltar,All,10000,100,Europe,1,292
Incoming,1995,Gibraltar,Buddhist,10000,0.3,Europe,1,292
Incoming,1995,Gibraltar,Christian,10000,50.3,Europe,1,292
Incoming,1995,Gibraltar,Hindu,10000,1,Europe,1,292
Incoming,1995,Gibraltar,Jew,10000,0.8,Europe,1,292
Incoming,1995,Gibraltar,Muslim,10000,20.2,Europe,1,292
Incoming,1995,Gibraltar,Other,10000,0.5,Europe,1,292
Incoming,1995,Gibraltar,Unaffiliated,10000,26.9,Europe,1,292
Incoming,1995,Kiribati,All,10000,100,Asia-Pacific,1,296
Incoming,1995,Kiribati,Buddhist,10000,1.8,Asia-Pacific,1,296
Incoming,1995,Kiribati,Christian,10000,80.3,Asia-Pacific,1,296
Incoming,1995,Kiribati,Hindu,10000,2.2,Asia-Pacific,1,296
Incoming,1995,Kiribati,Jew,10000,0.4,Asia-Pacific,1,296
Incoming,1995,Kiribati,Muslim,10000,1.7,Asia-Pacific,1,296
Incoming,1995,Kiribati,Other,10000,0.4,Asia-Pacific,1,296
Incoming,1995,Kiribati,Unaffiliated,10000,13.1,Asia-Pacific,1,296
Incoming,1995,Greece,All,860000,100,Europe,1,300
Incoming,1995,Greece,Buddhist,10000,0.9,Europe,1,300
Incoming,1995,Greece,Christian,470000,54.5,Europe,1,300
Incoming,1995,Greece,Hindu,10000,0.6,Europe,1,300
Incoming,1995,Greece,Jew,10000,1.3,Europe,1,300
Incoming,1995,Greece,Muslim,200000,23.8,Europe,1,300
Incoming,1995,Greece,Other,10000,1,Europe,1,300
Incoming,1995,Greece,Unaffiliated,150000,17.7,Europe,1,300
Incoming,1995,Greenland,All,10000,100,North America,1,304
Incoming,1995,Greenland,Buddhist,10000,0.5,North America,1,304
Incoming,1995,Greenland,Christian,10000,74.7,North America,1,304
Incoming,1995,Greenland,Hindu,10000,0.5,North America,1,304
Incoming,1995,Greenland,Jew,10000,2,North America,1,304
Incoming,1995,Greenland,Muslim,10000,0.9,North America,1,304
Incoming,1995,Greenland,Other,10000,0.8,North America,1,304
Incoming,1995,Greenland,Unaffiliated,10000,20.6,North America,1,304
Incoming,1995,Grenada,All,10000,100,Latin America-Caribbean,1,308
Incoming,1995,Grenada,Buddhist,10000,0.2,Latin America-Caribbean,1,308
Incoming,1995,Grenada,Christian,10000,84.5,Latin America-Caribbean,1,308
Incoming,1995,Grenada,Hindu,10000,0.1,Latin America-Caribbean,1,308
Incoming,1995,Grenada,Jew,10000,1.1,Latin America-Caribbean,1,308
Incoming,1995,Grenada,Muslim,10000,1.1,Latin America-Caribbean,1,308
Incoming,1995,Grenada,Other,10000,2.9,Latin America-Caribbean,1,308
Incoming,1995,Grenada,Unaffiliated,10000,10.2,Latin America-Caribbean,1,308
Incoming,1995,Guadeloupe,All,70000,100,Latin America-Caribbean,1,312
Incoming,1995,Guadeloupe,Buddhist,10000,1.2,Latin America-Caribbean,1,312
Incoming,1995,Guadeloupe,Christian,50000,69.4,Latin America-Caribbean,1,312
Incoming,1995,Guadeloupe,Hindu,10000,0.2,Latin America-Caribbean,1,312
Incoming,1995,Guadeloupe,Jew,10000,1.2,Latin America-Caribbean,1,312
Incoming,1995,Guadeloupe,Muslim,10000,2,Latin America-Caribbean,1,312
Incoming,1995,Guadeloupe,Other,10000,4,Latin America-Caribbean,1,312
Incoming,1995,Guadeloupe,Unaffiliated,20000,22,Latin America-Caribbean,1,312
Incoming,1995,Guam,All,70000,100,Asia-Pacific,1,316
Incoming,1995,Guam,Buddhist,10000,3.6,Asia-Pacific,1,316
Incoming,1995,Guam,Christian,50000,71,Asia-Pacific,1,316
Incoming,1995,Guam,Hindu,10000,1.4,Asia-Pacific,1,316
Incoming,1995,Guam,Jew,10000,0.8,Asia-Pacific,1,316
Incoming,1995,Guam,Muslim,10000,1.1,Asia-Pacific,1,316
Incoming,1995,Guam,Other,10000,0.6,Asia-Pacific,1,316
Incoming,1995,Guam,Unaffiliated,20000,21.5,Asia-Pacific,1,316
Incoming,1995,Guatemala,All,160000,100,Latin America-Caribbean,1,320
Incoming,1995,Guatemala,Buddhist,10000,0.7,Latin America-Caribbean,1,320
Incoming,1995,Guatemala,Christian,130000,80.8,Latin America-Caribbean,1,320
Incoming,1995,Guatemala,Hindu,10000,0.1,Latin America-Caribbean,1,320
Incoming,1995,Guatemala,Jew,10000,1.2,Latin America-Caribbean,1,320
Incoming,1995,Guatemala,Muslim,10000,0.3,Latin America-Caribbean,1,320
Incoming,1995,Guatemala,Other,10000,3.6,Latin America-Caribbean,1,320
Incoming,1995,Guatemala,Unaffiliated,20000,13.2,Latin America-Caribbean,1,320
Incoming,1995,Guinea,All,770000,100,Sub-Saharan Africa,1,324
Incoming,1995,Guinea,Buddhist,10000,0,Sub-Saharan Africa,1,324
Incoming,1995,Guinea,Christian,200000,26.2,Sub-Saharan Africa,1,324
Incoming,1995,Guinea,Hindu,10000,0,Sub-Saharan Africa,1,324
Incoming,1995,Guinea,Jew,10000,0,Sub-Saharan Africa,1,324
Incoming,1995,Guinea,Muslim,530000,68,Sub-Saharan Africa,1,324
Incoming,1995,Guinea,Other,40000,5.4,Sub-Saharan Africa,1,324
Incoming,1995,Guinea,Unaffiliated,10000,0.4,Sub-Saharan Africa,1,324
Incoming,1995,Guyana,All,10000,100,Latin America-Caribbean,1,328
Incoming,1995,Guyana,Buddhist,10000,2.2,Latin America-Caribbean,1,328
Incoming,1995,Guyana,Christian,10000,77.3,Latin America-Caribbean,1,328
Incoming,1995,Guyana,Hindu,10000,0.2,Latin America-Caribbean,1,328
Incoming,1995,Guyana,Jew,10000,0.9,Latin America-Caribbean,1,328
Incoming,1995,Guyana,Muslim,10000,0.9,Latin America-Caribbean,1,328
Incoming,1995,Guyana,Other,10000,4.6,Latin America-Caribbean,1,328
Incoming,1995,Guyana,Unaffiliated,10000,13.9,Latin America-Caribbean,1,328
Incoming,1995,Haiti,All,20000,100,Latin America-Caribbean,1,332
Incoming,1995,Haiti,Buddhist,10000,1.9,Latin America-Caribbean,1,332
Incoming,1995,Haiti,Christian,10000,75.9,Latin America-Caribbean,1,332
Incoming,1995,Haiti,Hindu,10000,0.3,Latin America-Caribbean,1,332
Incoming,1995,Haiti,Jew,10000,1.3,Latin America-Caribbean,1,332
Incoming,1995,Haiti,Muslim,10000,1.1,Latin America-Caribbean,1,332
Incoming,1995,Haiti,Other,10000,3.9,Latin America-Caribbean,1,332
Incoming,1995,Haiti,Unaffiliated,10000,15.5,Latin America-Caribbean,1,332
Incoming,1995,Honduras,All,150000,100,Latin America-Caribbean,1,340
Incoming,1995,Honduras,Buddhist,10000,0.4,Latin America-Caribbean,1,340
Incoming,1995,Honduras,Christian,120000,83.2,Latin America-Caribbean,1,340
Incoming,1995,Honduras,Hindu,10000,0.1,Latin America-Caribbean,1,340
Incoming,1995,Honduras,Jew,10000,0.7,Latin America-Caribbean,1,340
Incoming,1995,Honduras,Muslim,10000,0.2,Latin America-Caribbean,1,340
Incoming,1995,Honduras,Other,10000,2.1,Latin America-Caribbean,1,340
Incoming,1995,Honduras,Unaffiliated,20000,13.3,Latin America-Caribbean,1,340
Incoming,1995,Hong Kong,All,2440000,100,Asia-Pacific,1,344
Incoming,1995,Hong Kong,Buddhist,230000,9.6,Asia-Pacific,1,344
Incoming,1995,Hong Kong,Christian,450000,18.5,Asia-Pacific,1,344
Incoming,1995,Hong Kong,Hindu,20000,0.9,Asia-Pacific,1,344
Incoming,1995,Hong Kong,Jew,10000,0,Asia-Pacific,1,344
Incoming,1995,Hong Kong,Muslim,130000,5.2,Asia-Pacific,1,344
Incoming,1995,Hong Kong,Other,60000,2.3,Asia-Pacific,1,344
Incoming,1995,Hong Kong,Unaffiliated,1550000,63.4,Asia-Pacific,1,344
Incoming,1995,Hungary,All,320000,100,Europe,1,348
Incoming,1995,Hungary,Buddhist,10000,0.9,Europe,1,348
Incoming,1995,Hungary,Christian,230000,71.1,Europe,1,348
Incoming,1995,Hungary,Hindu,10000,0.2,Europe,1,348
Incoming,1995,Hungary,Jew,10000,0.6,Europe,1,348
Incoming,1995,Hungary,Muslim,20000,6.5,Europe,1,348
Incoming,1995,Hungary,Other,10000,0.6,Europe,1,348
Incoming,1995,Hungary,Unaffiliated,60000,20.2,Europe,1,348
Incoming,1995,Iceland,All,10000,100,Europe,1,352
Incoming,1995,Iceland,Buddhist,10000,3.6,Europe,1,352
Incoming,1995,Iceland,Christian,10000,58.2,Europe,1,352
Incoming,1995,Iceland,Hindu,10000,0.9,Europe,1,352
Incoming,1995,Iceland,Jew,10000,0.8,Europe,1,352
Incoming,1995,Iceland,Muslim,10000,5.4,Europe,1,352
Incoming,1995,Iceland,Other,10000,1.4,Europe,1,352
Incoming,1995,Iceland,Unaffiliated,10000,29.4,Europe,1,352
Incoming,1995,India,All,6950000,100,Asia-Pacific,1,356
Incoming,1995,India,Buddhist,950000,13.7,Asia-Pacific,1,356
Incoming,1995,India,Christian,80000,1.1,Asia-Pacific,1,356
Incoming,1995,India,Hindu,4310000,62,Asia-Pacific,1,356
Incoming,1995,India,Jew,10000,0,Asia-Pacific,1,356
Incoming,1995,India,Muslim,1370000,19.7,Asia-Pacific,1,356
Incoming,1995,India,Other,230000,3.4,Asia-Pacific,1,356
Incoming,1995,India,Unaffiliated,10000,0.1,Asia-Pacific,1,356
Incoming,1995,Indonesia,All,380000,100,Asia-Pacific,1,360
Incoming,1995,Indonesia,Buddhist,130000,33.2,Asia-Pacific,1,360
Incoming,1995,Indonesia,Christian,130000,33.8,Asia-Pacific,1,360
Incoming,1995,Indonesia,Hindu,10000,2.5,Asia-Pacific,1,360
Incoming,1995,Indonesia,Jew,10000,0,Asia-Pacific,1,360
Incoming,1995,Indonesia,Muslim,80000,22.2,Asia-Pacific,1,360
Incoming,1995,Indonesia,Other,10000,2.2,Asia-Pacific,1,360
Incoming,1995,Indonesia,Unaffiliated,20000,6.1,Asia-Pacific,1,360
Incoming,1995,Iran,All,2940000,100,Asia-Pacific,1,364
Incoming,1995,Iran,Buddhist,10000,0.1,Asia-Pacific,1,364
Incoming,1995,Iran,Christian,10000,0.2,Asia-Pacific,1,364
Incoming,1995,Iran,Hindu,10000,0.1,Asia-Pacific,1,364
Incoming,1995,Iran,Jew,10000,0,Asia-Pacific,1,364
Incoming,1995,Iran,Muslim,2910000,99.1,Asia-Pacific,1,364
Incoming,1995,Iran,Other,10000,0.4,Asia-Pacific,1,364
Incoming,1995,Iran,Unaffiliated,10000,0.1,Asia-Pacific,1,364
Incoming,1995,Iraq,All,200000,100,Middle East-North Africa,1,368
Incoming,1995,Iraq,Buddhist,10000,0,Middle East-North Africa,1,368
Incoming,1995,Iraq,Christian,10000,5.9,Middle East-North Africa,1,368
Incoming,1995,Iraq,Hindu,10000,0.1,Middle East-North Africa,1,368
Incoming,1995,Iraq,Jew,10000,0,Middle East-North Africa,1,368
Incoming,1995,Iraq,Muslim,190000,93.7,Middle East-North Africa,1,368
Incoming,1995,Iraq,Other,10000,0,Middle East-North Africa,1,368
Incoming,1995,Iraq,Unaffiliated,10000,0.2,Middle East-North Africa,1,368
Incoming,1995,Ireland,All,230000,100,Europe,1,372
Incoming,1995,Ireland,Buddhist,10000,1,Europe,1,372
Incoming,1995,Ireland,Christian,160000,71.5,Europe,1,372
Incoming,1995,Ireland,Hindu,10000,1.7,Europe,1,372
Incoming,1995,Ireland,Jew,10000,1,Europe,1,372
Incoming,1995,Ireland,Muslim,20000,9.6,Europe,1,372
Incoming,1995,Ireland,Other,10000,1.8,Europe,1,372
Incoming,1995,Ireland,Unaffiliated,30000,13.4,Europe,1,372
Incoming,1995,Israel,All,1790000,100,Middle East-North Africa,1,376
Incoming,1995,Israel,Buddhist,10000,0.1,Middle East-North Africa,1,376
Incoming,1995,Israel,Christian,30000,1.4,Middle East-North Africa,1,376
Incoming,1995,Israel,Hindu,10000,0,Middle East-North Africa,1,376
Incoming,1995,Israel,Jew,1430000,79.8,Middle East-North Africa,1,376
Incoming,1995,Israel,Muslim,10000,0.7,Middle East-North Africa,1,376
Incoming,1995,Israel,Other,10000,0.4,Middle East-North Africa,1,376
Incoming,1995,Israel,Unaffiliated,310000,17.5,Middle East-North Africa,1,376
Incoming,1995,Italy,All,1770000,100,Europe,1,380
Incoming,1995,Italy,Buddhist,50000,2.8,Europe,1,380
Incoming,1995,Italy,Christian,830000,46.7,Europe,1,380
Incoming,1995,Italy,Hindu,10000,0.8,Europe,1,380
Incoming,1995,Italy,Jew,10000,0.5,Europe,1,380
Incoming,1995,Italy,Muslim,570000,32.2,Europe,1,380
Incoming,1995,Italy,Other,40000,2,Europe,1,380
Incoming,1995,Italy,Unaffiliated,270000,15,Europe,1,380
Incoming,1995,Ivory Coast,All,2080000,100,Sub-Saharan Africa,1,384
Incoming,1995,Ivory Coast,Buddhist,10000,0,Sub-Saharan Africa,1,384
Incoming,1995,Ivory Coast,Christian,470000,22.7,Sub-Saharan Africa,1,384
Incoming,1995,Ivory Coast,Hindu,10000,0,Sub-Saharan Africa,1,384
Incoming,1995,Ivory Coast,Jew,10000,0,Sub-Saharan Africa,1,384
Incoming,1995,Ivory Coast,Muslim,1390000,66.7,Sub-Saharan Africa,1,384
Incoming,1995,Ivory Coast,Other,150000,7.4,Sub-Saharan Africa,1,384
Incoming,1995,Ivory Coast,Unaffiliated,70000,3.1,Sub-Saharan Africa,1,384
Incoming,1995,Jamaica,All,20000,100,Latin America-Caribbean,1,388
Incoming,1995,Jamaica,Buddhist,10000,1.4,Latin America-Caribbean,1,388
Incoming,1995,Jamaica,Christian,10000,65.5,Latin America-Caribbean,1,388
Incoming,1995,Jamaica,Hindu,10000,4,Latin America-Caribbean,1,388
Incoming,1995,Jamaica,Jew,10000,1.4,Latin America-Caribbean,1,388
Incoming,1995,Jamaica,Muslim,10000,2,Latin America-Caribbean,1,388
Incoming,1995,Jamaica,Other,10000,3.5,Latin America-Caribbean,1,388
Incoming,1995,Jamaica,Unaffiliated,10000,22.2,Latin America-Caribbean,1,388
Incoming,1995,Japan,All,1360000,100,Asia-Pacific,1,392
Incoming,1995,Japan,Buddhist,110000,8.1,Asia-Pacific,1,392
Incoming,1995,Japan,Christian,480000,35,Asia-Pacific,1,392
Incoming,1995,Japan,Hindu,10000,0.5,Asia-Pacific,1,392
Incoming,1995,Japan,Jew,10000,0.1,Asia-Pacific,1,392
Incoming,1995,Japan,Muslim,40000,2.9,Asia-Pacific,1,392
Incoming,1995,Japan,Other,20000,1.2,Asia-Pacific,1,392
Incoming,1995,Japan,Unaffiliated,710000,52.2,Asia-Pacific,1,392
Incoming,1995,Kazakhstan,All,3250000,100,Asia-Pacific,1,398
Incoming,1995,Kazakhstan,Buddhist,60000,1.7,Asia-Pacific,1,398
Incoming,1995,Kazakhstan,Christian,2140000,65.9,Asia-Pacific,1,398
Incoming,1995,Kazakhstan,Hindu,40000,1.3,Asia-Pacific,1,398
Incoming,1995,Kazakhstan,Jew,10000,0,Asia-Pacific,1,398
Incoming,1995,Kazakhstan,Muslim,790000,24.4,Asia-Pacific,1,398
Incoming,1995,Kazakhstan,Other,10000,0.2,Asia-Pacific,1,398
Incoming,1995,Kazakhstan,Unaffiliated,210000,6.4,Asia-Pacific,1,398
Incoming,1995,Jordan,All,1540000,100,Middle East-North Africa,1,400
Incoming,1995,Jordan,Buddhist,10000,0.1,Middle East-North Africa,1,400
Incoming,1995,Jordan,Christian,70000,4.8,Middle East-North Africa,1,400
Incoming,1995,Jordan,Hindu,10000,0.1,Middle East-North Africa,1,400
Incoming,1995,Jordan,Jew,10000,0.1,Middle East-North Africa,1,400
Incoming,1995,Jordan,Muslim,1460000,94.8,Middle East-North Africa,1,400
Incoming,1995,Jordan,Other,10000,0,Middle East-North Africa,1,400
Incoming,1995,Jordan,Unaffiliated,10000,0.1,Middle East-North Africa,1,400
Incoming,1995,Kenya,All,620000,100,Sub-Saharan Africa,1,404
Incoming,1995,Kenya,Buddhist,10000,0,Sub-Saharan Africa,1,404
Incoming,1995,Kenya,Christian,410000,66.7,Sub-Saharan Africa,1,404
Incoming,1995,Kenya,Hindu,10000,0,Sub-Saharan Africa,1,404
Incoming,1995,Kenya,Jew,10000,0,Sub-Saharan Africa,1,404
Incoming,1995,Kenya,Muslim,180000,29.1,Sub-Saharan Africa,1,404
Incoming,1995,Kenya,Other,10000,1.9,Sub-Saharan Africa,1,404
Incoming,1995,Kenya,Unaffiliated,10000,2.3,Sub-Saharan Africa,1,404
Incoming,1995,North Korea,All,40000,100,Asia-Pacific,1,408
Incoming,1995,North Korea,Buddhist,10000,9.4,Asia-Pacific,1,408
Incoming,1995,North Korea,Christian,10000,23.2,Asia-Pacific,1,408
Incoming,1995,North Korea,Hindu,10000,0.7,Asia-Pacific,1,408
Incoming,1995,North Korea,Jew,10000,0.1,Asia-Pacific,1,408
Incoming,1995,North Korea,Muslim,10000,3.9,Asia-Pacific,1,408
Incoming,1995,North Korea,Other,10000,1.6,Asia-Pacific,1,408
Incoming,1995,North Korea,Unaffiliated,20000,61.2,Asia-Pacific,1,408
Incoming,1995,South Korea,All,120000,100,Asia-Pacific,1,410
Incoming,1995,South Korea,Buddhist,10000,8.9,Asia-Pacific,1,410
Incoming,1995,South Korea,Christian,40000,29.7,Asia-Pacific,1,410
Incoming,1995,South Korea,Hindu,10000,2,Asia-Pacific,1,410
Incoming,1995,South Korea,Jew,10000,0.3,Asia-Pacific,1,410
Incoming,1995,South Korea,Muslim,20000,13.7,Asia-Pacific,1,410
Incoming,1995,South Korea,Other,10000,3.6,Asia-Pacific,1,410
Incoming,1995,South Korea,Unaffiliated,50000,42,Asia-Pacific,1,410
Incoming,1995,Kuwait,All,920000,100,Middle East-North Africa,1,414
Incoming,1995,Kuwait,Buddhist,10000,0.2,Middle East-North Africa,1,414
Incoming,1995,Kuwait,Christian,130000,14.1,Middle East-North Africa,1,414
Incoming,1995,Kuwait,Hindu,100000,11.3,Middle East-North Africa,1,414
Incoming,1995,Kuwait,Jew,10000,0,Middle East-North Africa,1,414
Incoming,1995,Kuwait,Muslim,680000,73.6,Middle East-North Africa,1,414
Incoming,1995,Kuwait,Other,10000,0.5,Middle East-North Africa,1,414
Incoming,1995,Kuwait,Unaffiliated,10000,0.4,Middle East-North Africa,1,414
Incoming,1995,Kyrgyzstan,All,520000,100,Asia-Pacific,1,417
Incoming,1995,Kyrgyzstan,Buddhist,10000,0.8,Asia-Pacific,1,417
Incoming,1995,Kyrgyzstan,Christian,310000,60.5,Asia-Pacific,1,417
Incoming,1995,Kyrgyzstan,Hindu,10000,1.1,Asia-Pacific,1,417
Incoming,1995,Kyrgyzstan,Jew,10000,0,Asia-Pacific,1,417
Incoming,1995,Kyrgyzstan,Muslim,160000,31.3,Asia-Pacific,1,417
Incoming,1995,Kyrgyzstan,Other,10000,0.2,Asia-Pacific,1,417
Incoming,1995,Kyrgyzstan,Unaffiliated,30000,6.1,Asia-Pacific,1,417
Incoming,1995,Laos,All,20000,100,Asia-Pacific,1,418
Incoming,1995,Laos,Buddhist,10000,38.3,Asia-Pacific,1,418
Incoming,1995,Laos,Christian,10000,6.8,Asia-Pacific,1,418
Incoming,1995,Laos,Hindu,10000,0,Asia-Pacific,1,418
Incoming,1995,Laos,Jew,10000,0,Asia-Pacific,1,418
Incoming,1995,Laos,Muslim,10000,0.6,Asia-Pacific,1,418
Incoming,1995,Laos,Other,10000,29.7,Asia-Pacific,1,418
Incoming,1995,Laos,Unaffiliated,10000,24.6,Asia-Pacific,1,418
Incoming,1995,Lebanon,All,610000,100,Middle East-North Africa,1,422
